ticker,sector,market_cap,bucket,effective_bucket,distress_type,verdict,status,api_distress,api_fraud,api_high_short,api_recent_raise,short_dtc,effective_reason,note,logic_version,last_processed_utc
NVDA,Information Technology,4967727366144.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.94,,,v1-2026-06-09,2026-06-09T16:04:56Z
AAPL,Information Technology,4514011676672.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.74,,,v1-2026-06-09,2026-06-09T16:04:40Z
GOOGL,Communication Services,4494199357440.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.2,,,v1-2026-06-09,2026-06-09T16:04:40Z
GOOG,Communication Services,4460419481600.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.49,,,v1-2026-06-09,2026-06-09T16:04:40Z
MSFT,Information Technology,3095206035456.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.34,,,v1-2026-06-09,2026-06-09T16:04:40Z
AMZN,Consumer Discretionary,2646571745280.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.62,,,v1-2026-06-09,2026-06-09T16:04:40Z
AVGO,Information Technology,1826303639552.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.88,,,v1-2026-06-09,2026-06-09T16:04:40Z
META,Communication Services,1505284980736.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.14,,,v1-2026-06-09,2026-06-09T16:04:40Z
TSLA,Consumer Discretionary,1468487958528.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.28,,,v1-2026-06-09,2026-06-09T16:04:56Z
BRK.A,Financials,1054773739520.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
BRK.B,Financials,1052825026560.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.14,,,v1-2026-06-09,2026-06-09T16:04:40Z
LLY,Health Care,1008934060032.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.53,,,v1-2026-06-09,2026-06-09T16:04:40Z
MU,Information Technology,974373453824.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
WMT,Consumer Staples,946056396800.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.39,,,v1-2026-06-09,2026-06-09T16:04:40Z
JPM,Financials,836998922240.0,WATCH,WATCH,,AGREE,done,0,0,0,0,3.35,,,v1-2026-06-09,2026-06-09T16:04:40Z
AMD,Information Technology,760479481856.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
ASML,Industrials,632755585024.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
XOM,Energy,621410451456.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.36,,,v1-2026-06-09,2026-06-09T16:04:40Z
V,Financials,615347257344.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.77,,,v1-2026-06-09,2026-06-09T16:04:40Z
ORCL,Information Technology,614553485312.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,1.56,,,v1-2026-06-09,2026-06-09T16:04:40Z
JNJ,Health Care,560327884800.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.06,,,v1-2026-06-09,2026-06-09T16:04:40Z
INTC,Information Technology,498428411904.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
CSCO,Information Technology,479436111872.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.01,,,v1-2026-06-09,2026-06-09T16:04:40Z
MA,Financials,433910349824.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.81,,,v1-2026-06-09,2026-06-09T16:04:40Z
COST,Consumer Staples,431003762688.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.99,,,v1-2026-06-09,2026-06-09T16:04:40Z
CAT,Industrials,416504119296.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.31,,,v1-2026-06-09,2026-06-09T16:04:40Z
ABBV,Health Care,401468325888.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.98,,,v1-2026-06-09,2026-06-09T16:04:40Z
BAC,Financials,382009507840.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
LRCX,Information Technology,379273183232.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.55,,,v1-2026-06-09,2026-06-09T16:04:40Z
CVX,Energy,373046149120.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.07,,,v1-2026-06-09,2026-06-09T16:04:40Z
ARM,Information Technology,366276247552.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.67,,,v1-2026-06-09,2026-06-09T16:04:40Z
UNH,Health Care,362776428544.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.58,,,v1-2026-06-09,2026-06-09T16:04:40Z
AMAT,Information Technology,359671562240.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.21,,,v1-2026-06-09,2026-06-09T16:04:40Z
NFLX,Communication Services,346043416576.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.77,,,v1-2026-06-09,2026-06-09T16:04:40Z
GE,Industrials,342704128000.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.71,,,v1-2026-06-09,2026-06-09T16:04:40Z
KO,Consumer Staples,341961310208.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.51,,,v1-2026-06-09,2026-06-09T16:04:40Z
PG,Consumer Staples,341232877568.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.65,,,v1-2026-06-09,2026-06-09T16:04:40Z
MS,Financials,334273970176.0,WATCH,WATCH,,AGREE,done,0,0,0,1,2.95,, | RAISE:Cerebras Systems Announces Pricing of Initial Public Offering,v1-2026-06-09,2026-06-09T16:04:40Z
PLTR,Information Technology,324907696128.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.44,,,v1-2026-06-09,2026-06-09T16:04:40Z
HD,Consumer Discretionary,309883928576.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.38,,,v1-2026-06-09,2026-06-09T16:04:40Z
GS,Financials,306418319360.0,WATCH,WATCH,,AGREE,done,0,0,0,0,3.57,,,v1-2026-06-09,2026-06-09T16:04:40Z
MRK,Health Care,298330095616.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.63,,,v1-2026-06-09,2026-06-09T16:04:40Z
BABA,Industrials,290439135232.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.68,,,v1-2026-06-09,2026-06-09T16:04:40Z
AZN,Health Care,288382812160.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.2,,,v1-2026-06-09,2026-06-09T16:04:40Z
NVS,Unknown,284610985984.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.52,,,v1-2026-06-09,2026-06-09T16:04:40Z
PM,Consumer Staples,277875458048.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.4,,,v1-2026-06-09,2026-06-09T16:04:40Z
RY,Unknown,269657522176.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,5.0,, | RAISE:EAST SIDE GAMES GROUP ANNOUNCES NON-BROKERED PRIVATE PLACEMENT OF UNITS TO RAISE UP TO $3.5 MILLION,v1-2026-06-09,2026-06-09T16:04:40Z
IBM,Information Technology,267716935680.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.66,,,v1-2026-06-09,2026-06-09T16:04:40Z
TXN,Information Technology,259431055360.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.57,,,v1-2026-06-09,2026-06-09T16:04:40Z
DELL,Information Technology,256183238656.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.26,,,v1-2026-06-09,2026-06-09T16:04:40Z
KLAC,Information Technology,252006612992.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.24,,,v1-2026-06-09,2026-06-09T16:04:40Z
GEV,Industrials,250879672320.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.25,,,v1-2026-06-09,2026-06-09T16:04:40Z
WFC,Financials,250751926272.0,WATCH,WATCH,,AGREE,done,0,0,0,0,1.9,,,v1-2026-06-09,2026-06-09T16:04:40Z
RTX,Industrials,243736231936.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.44,,,v1-2026-06-09,2026-06-09T16:04:40Z
LIN,Materials,234826186752.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.5,,,v1-2026-06-09,2026-06-09T16:04:40Z
SNDK,Information Technology,230919323648.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
MRVL,Information Technology,230483558400.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.44,,,v1-2026-06-09,2026-06-09T16:04:40Z
QCOM,Information Technology,227600760832.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.58,,,v1-2026-06-09,2026-06-09T16:04:40Z
C,Financials,225937784832.0,WATCH,WATCH,,AGREE,done,0,0,0,1,2.47,, | RAISE:Churchill Capital Corp XII Announces the Pricing of Upsized $360 Million Initial Public Offering,v1-2026-06-09,2026-06-09T16:04:40Z
PANW,Information Technology,221720739840.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.4,,,v1-2026-06-09,2026-06-09T16:04:40Z
AXP,Financials,211971538944.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.87,,,v1-2026-06-09,2026-06-09T16:04:40Z
BHP,Materials,210137350144.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,6.05,,,v1-2026-06-09,2026-06-09T16:04:40Z
MCD,Consumer Discretionary,198827950080.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.28,,,v1-2026-06-09,2026-06-09T16:04:40Z
TTE,Unknown,197041930240.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.66,,,v1-2026-06-09,2026-06-09T16:04:40Z
ADI,Information Technology,195511877632.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.82,,,v1-2026-06-09,2026-06-09T16:04:40Z
ANET,Information Technology,194252062720.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.3,,,v1-2026-06-09,2026-06-09T16:04:40Z
PEP,Consumer Staples,193996259328.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.45,,,v1-2026-06-09,2026-06-09T16:04:40Z
TMUS,Communication Services,192740655104.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.06,,,v1-2026-06-09,2026-06-09T16:04:40Z
STX,Information Technology,191741870080.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.96,,,v1-2026-06-09,2026-06-09T16:04:40Z
VZ,Communication Services,189445095424.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.59,,,v1-2026-06-09,2026-06-09T16:04:40Z
AMGN,Health Care,188671213568.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.27,,,v1-2026-06-09,2026-06-09T16:04:40Z
APP,Information Technology,187185512448.0,CLEAR,CLEAR,,NEWS_NOTE,done,0,1,0,0,2.08,single news mention (kept screen bucket; investigate),single news mention of distress/fraud (investigate; not a screen error) | FR:Should You Buy the 27% Dip in AppLovin Stock?,v1-2026-06-09,2026-06-09T16:04:40Z
NEE,Utilities,179028361216.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,6.55,,,v1-2026-06-09,2026-06-09T16:04:40Z
TJX,Consumer Discretionary,177537056768.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.36,,,v1-2026-06-09,2026-06-09T16:04:40Z
WDC,Information Technology,176380739584.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.5,,,v1-2026-06-09,2026-06-09T16:04:40Z
TMO,Health Care,175702622208.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.91,,,v1-2026-06-09,2026-06-09T16:04:40Z
DIS,Communication Services,173147553792.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.44,,,v1-2026-06-09,2026-06-09T16:04:40Z
CRWD,Information Technology,170818093056.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.52,,,v1-2026-06-09,2026-06-09T16:04:40Z
APH,Information Technology,170768842752.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.29,,,v1-2026-06-09,2026-06-09T16:04:40Z
BA,Industrials,169839738880.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,2.14,,,v1-2026-06-09,2026-06-09T16:04:40Z
BLK,Financials,162131968000.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.01,,,v1-2026-06-09,2026-06-09T16:04:40Z
UNP,Industrials,161679982592.0,CLEAR,CLEAR,,AGREE,done,0,0,1,0,11.9,,,v1-2026-06-09,2026-06-09T16:04:40Z
GILD,Health Care,160361168896.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.56,,,v1-2026-06-09,2026-06-09T16:04:40Z
ABT,Health Care,158626922496.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.7,,,v1-2026-06-09,2026-06-09T16:04:40Z
T,Communication Services,158074699776.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.21,,,v1-2026-06-09,2026-06-09T16:04:40Z
DE,Industrials,157492297728.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.78,,,v1-2026-06-09,2026-06-09T16:04:40Z
SCHW,Financials,154504790016.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.91,,,v1-2026-06-09,2026-06-09T16:04:40Z
UBS,Unknown,154089603072.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.37,,,v1-2026-06-09,2026-06-09T16:04:40Z
ETN,Industrials,153743507456.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.79,,,v1-2026-06-09,2026-06-09T16:04:40Z
GLW,Information Technology,152832065536.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.22,,,v1-2026-06-09,2026-06-09T16:04:40Z
CRM,Information Technology,152055545856.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.39,,,v1-2026-06-09,2026-06-09T16:04:40Z
BUD,Consumer Staples,151920541696.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.48,,,v1-2026-06-09,2026-06-09T16:04:40Z
ISRG,Health Care,149477965824.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.97,,,v1-2026-06-09,2026-06-09T16:04:40Z
PFE,Health Care,148413530112.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,4.12,," | RAISE:Bay Area Lyme Foundation Raises $900,000 at LymeAid 2026, Presenting Inaugural Neil L. Spector, MD, Legacy Award and $300,000 in E",v1-2026-06-09,2026-06-09T16:04:40Z
WELL,Real Estate,146074861568.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,6.16,,,v1-2026-06-09,2026-06-09T16:04:40Z
SCCO,Materials,144313319424.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,8.44,,,v1-2026-06-09,2026-06-09T16:04:40Z
UBER,Industrials,143937208320.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.06,,,v1-2026-06-09,2026-06-09T16:04:40Z
IBKR,Financials,143161163776.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.91,,,v1-2026-06-09,2026-06-09T16:04:40Z
COP,Energy,142710964224.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.58,,,v1-2026-06-09,2026-06-09T16:04:40Z
SHOP,Information Technology,142145093632.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.18,,,v1-2026-06-09,2026-06-09T16:04:40Z
BX,Financials,140987924480.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.07,,,v1-2026-06-09,2026-06-09T16:04:40Z
HON,Industrials,135582760960.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.06,,,v1-2026-06-09,2026-06-09T16:04:40Z
PLD,Real Estate,135440326656.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.34,,,v1-2026-06-09,2026-06-09T16:04:40Z
DHR,Health Care,130442125312.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.65,,,v1-2026-06-09,2026-06-09T16:04:40Z
BTI,Unknown,129084776448.0,SKIP_no_data,,,SKIP,skip,,,,,,,no cached fundamentals/context,v1-2026-06-09,2026-06-09T16:04:40Z
SONY,Unknown,128910016512.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
BKNG,Consumer Discretionary,128505839616.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.53,,,v1-2026-06-09,2026-06-09T16:04:40Z
CB,Financials,126547107840.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.39,,,v1-2026-06-09,2026-06-09T16:04:40Z
SPGI,Financials,125634240512.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.06,,,v1-2026-06-09,2026-06-09T16:04:40Z
BBVA,Unknown,123659911168.0,SKIP_no_data,,,SKIP,skip,,,,,,,no cached fundamentals/context,v1-2026-06-09,2026-06-09T16:04:40Z
ENB,Energy,122963943424.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,9.67,,,v1-2026-06-09,2026-06-09T16:04:40Z
UL,Unknown,122823729152.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
CVS,Health Care,122399703040.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,1.97,, | RAISE:Bioliberty Raises $10.2 million to Build Functional Intelligence Capabilities for Post‑Acute Care,v1-2026-06-09,2026-06-09T16:04:40Z
PDD,Unknown,121088335872.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.67,,,v1-2026-06-09,2026-06-09T16:04:40Z
LMT,Industrials,120760000512.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.92,,,v1-2026-06-09,2026-06-09T16:04:40Z
MO,Consumer Staples,120549449728.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.29,,,v1-2026-06-09,2026-06-09T16:04:40Z
PGR,Financials,119045677056.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.62,,,v1-2026-06-09,2026-06-09T16:04:40Z
LOW,Consumer Discretionary,118163415040.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.83,,,v1-2026-06-09,2026-06-09T16:04:40Z
SYK,Health Care,117178056704.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.78,,,v1-2026-06-09,2026-06-09T16:04:40Z
BMY,Health Care,116949426176.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.54,,,v1-2026-06-09,2026-06-09T16:04:40Z
NOW,Information Technology,115970588672.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.37,,,v1-2026-06-09,2026-06-09T16:04:40Z
VRT,Industrials,115428540416.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.63,,,v1-2026-06-09,2026-06-09T16:04:40Z
BMO,Financials,115127476224.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.46,,,v1-2026-06-09,2026-06-09T16:04:40Z
VRTX,Health Care,113407877120.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.64,,,v1-2026-06-09,2026-06-09T16:04:40Z
COF,Financials,112429637632.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.95,,,v1-2026-06-09,2026-06-09T16:04:40Z
PH,Industrials,111251070976.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.64,,,v1-2026-06-09,2026-06-09T16:04:40Z
BP,Unknown,110650482688.0,SKIP_no_data,,,SKIP,skip,,,,,,,no cached fundamentals/context,v1-2026-06-09,2026-06-09T16:04:40Z
ACN,Information Technology,109701316608.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.72,,,v1-2026-06-09,2026-06-09T16:04:40Z
SBUX,Consumer Discretionary,108602007552.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,7.34,,,v1-2026-06-09,2026-06-09T16:04:40Z
SNY,Unknown,107767447552.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.42,,,v1-2026-06-09,2026-06-09T16:04:40Z
EQIX,Real Estate,106607878144.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.73,,,v1-2026-06-09,2026-06-09T16:04:40Z
NEM,Materials,106445684736.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.95,,,v1-2026-06-09,2026-06-09T16:04:40Z
FTNT,Information Technology,105999564800.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.83,,,v1-2026-06-09,2026-06-09T16:04:40Z
MDT,Health Care,104854880256.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.48,,,v1-2026-06-09,2026-06-09T16:04:40Z
SO,Utilities,104388083712.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.4,,,v1-2026-06-09,2026-06-09T16:04:40Z
PWR,Industrials,104308301824.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.43,,,v1-2026-06-09,2026-06-09T16:04:40Z
CDNS,Information Technology,103759224832.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.56,,,v1-2026-06-09,2026-06-09T16:04:40Z
MAR,Consumer Discretionary,103500423168.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.68,,,v1-2026-06-09,2026-06-09T16:04:40Z
GSK,Unknown,103309352960.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.7,,,v1-2026-06-09,2026-06-09T16:04:40Z
SPOT,Unknown,102182895616.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.03,,,v1-2026-06-09,2026-06-09T16:04:40Z
ADBE,Information Technology,101632049152.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.33,,,v1-2026-06-09,2026-06-09T16:04:40Z
TT,Industrials,100986978304.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.21,,,v1-2026-06-09,2026-06-09T16:04:40Z
HWM,Industrials,100787077120.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.09,,,v1-2026-06-09,2026-06-09T16:04:40Z
BN,Real Estate,99618365440.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,2.53,, | RAISE:Brookfield Corporation Announces Pricing of C$500 Million of Medium-Term Notes Due 2036 and C$250 Million Re-Opening of Medium-Ter,v1-2026-06-09,2026-06-09T16:04:40Z
CM,Financials,99349225472.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,9.91,,,v1-2026-06-09,2026-06-09T16:04:40Z
BNS,Financials,98772680704.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,3.66,, | RAISE:CES ENERGY SOLUTIONS CORP. ANNOUNCES OFFERING AND PRICING OF $75 MILLION REOPENING OF SENIOR UNSECURED NOTES,v1-2026-06-09,2026-06-09T16:04:40Z
BNY,Financials,97733517312.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
DUK,Utilities,96841441280.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.78,,,v1-2026-06-09,2026-06-09T16:04:40Z
CNQ,Energy,95316942848.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.71,,,v1-2026-06-09,2026-06-09T16:04:40Z
GD,Industrials,93687832576.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.07,,,v1-2026-06-09,2026-06-09T16:04:40Z
MCK,Health Care,93237469184.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.04,,,v1-2026-06-09,2026-06-09T16:04:40Z
CME,Financials,93004472320.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.09,,,v1-2026-06-09,2026-06-09T16:04:40Z
ADP,Industrials,92718366720.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.81,,,v1-2026-06-09,2026-06-09T16:04:40Z
UPS,Industrials,92259680256.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.47,,,v1-2026-06-09,2026-06-09T16:04:40Z
PNC,Financials,91705311232.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.29,,,v1-2026-06-09,2026-06-09T16:04:40Z
FCX,Materials,91098161152.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.94,,,v1-2026-06-09,2026-06-09T16:04:40Z
CEG,Utilities,91000307712.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.98,,,v1-2026-06-09,2026-06-09T16:04:40Z
AMT,Real Estate,90439155712.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.22,,,v1-2026-06-09,2026-06-09T16:04:40Z
ELV,Health Care,90237485056.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.68,,,v1-2026-06-09,2026-06-09T16:04:40Z
CMI,Industrials,89861242880.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.7,,,v1-2026-06-09,2026-06-09T16:04:40Z
SNPS,Information Technology,89009168384.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.58,,,v1-2026-06-09,2026-06-09T16:04:40Z
WM,Industrials,88507293696.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.34,,,v1-2026-06-09,2026-06-09T16:04:40Z
NET,Information Technology,88405442560.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.43,,,v1-2026-06-09,2026-06-09T16:04:40Z
WMB,Energy,88006950912.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.98,,,v1-2026-06-09,2026-06-09T16:04:40Z
JCI,Industrials,87643103232.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.36,,,v1-2026-06-09,2026-06-09T16:04:40Z
MNST,Consumer Staples,87580631040.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.16,,,v1-2026-06-09,2026-06-09T16:04:40Z
CSX,Industrials,87313948672.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.76,,,v1-2026-06-09,2026-06-09T16:04:40Z
KKR,Financials,87090044928.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.05,,,v1-2026-06-09,2026-06-09T16:04:40Z
USB,Financials,86382493696.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.47,,,v1-2026-06-09,2026-06-09T16:04:40Z
CMCSA,Communication Services,85090484224.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.69,,,v1-2026-06-09,2026-06-09T16:04:40Z
DDOG,Information Technology,83333840896.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.91,,,v1-2026-06-09,2026-06-09T16:04:40Z
SNOW,Information Technology,82580914176.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.68,,,v1-2026-06-09,2026-06-09T16:04:40Z
HCA,Health Care,82553249792.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.64,,,v1-2026-06-09,2026-06-09T16:04:40Z
BCS,Unknown,82161221632.0,SKIP_no_data,,,SKIP,skip,,,,,,,no cached fundamentals/context,v1-2026-06-09,2026-06-09T16:04:40Z
SLB,Energy,82033811456.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.81,,,v1-2026-06-09,2026-06-09T16:04:40Z
AEM,Materials,81835933696.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,2.09,, | RAISE:Wallbridge Completes Private Placement for Proceeds of Approximately C$56 Million,v1-2026-06-09,2026-06-09T16:04:40Z
